ARTIST,SONG TITLE,DISC CODE
Jeff Carson,Cheatin' On Her Heart,MM-13401
Jeff Carson,Here's The Deal,MM-13171
Jeff Carson,Holdin' On To Something,MM-12077
Jeff Carson,Not On Your Love,MM-11509
Jeff Carson,Real Life (I Never Was The Same Again),MM-15040
Jeff Carson,Shine On,MM-13707
Jeff Carson,That Last Mile,MM-12501
Jeff Carson,Until We Fall Back In Love Again,MM-15306
Jeff Healey Band,Angel Eyes,MM-13052
Jeff Wood,Use Mine,MM-12875
Jeff Wood,You Just Get One,MM-12808
Jefferson Airplane,Somebody To Love,MM-10363
Jefferson Airplane,White Rabbit,MM-12535
Jefferson Starship,With Your Love,MM-11653
Jeffrey Osborne,On The Wings Of Love,MM-10813
Jeffrey Osborne,Stay With Me Tonight,MM-15393
Jeffrey Steele,Something In The Water,MM-15120
Jenkins,Blame It On Mama,MM-16110
Jennifer Day,Fun Of Your Love,MM-14317
Jennifer Day,What If It's Me,MM-14567
Jennifer Hanson,Beautiful Goodbye,MM-15525
Jennifer Hanson,Half A Heart Tattoo,MM-15791
Jennifer Lopez,Alive,MM-15355
Jennifer Lopez,Could This Be Love,MM-14521
Jennifer Lopez,Feelin' So Good,MM-14527
Jennifer Lopez,If You Had My Love,MM-14525
Jennifer Lopez,I'm Real,MM-14856
Jennifer Lopez,Love Don't Cost A Thing,MM-14787
Jennifer Lopez,Play,MM-14909
Jennifer Lopez,Promise Me You'll Try,MM-14522
Jennifer Lopez,Should've Never,MM-14523
Jennifer Lopez,Too Late,MM-14524
Jennifer Lopez,Waiting For Tonight,MM-14526
Jennifer Lopez & Ja Rule (Duet),Ain't It Funny (Remix),MM-15336
Jennifer Love Hewitt,BareNaked,MM-15418
Jennifer Love Hewitt,How Do I Deal,MM-13858
Jennifer Paige,Always You,MM-14131
Jennifer Paige,Crush,MM-13671
Jennifer Warnes,It Goes Like It Goes,MM-14820
Jennifer Warnes,Right Time Of The Night,MM-11445
Jenny Simpson,Ticket Out Of Kansas,MM-13773
Jeremy Toback,You Make Me Feel,MM-14208
Jermaine Dupri & Da Brat,Party Continues,MM-14384
Jerry Butler,He Will Break Your Heart,MM-10990
Jerry Butler,Make It Easy On Yourself,MM-12907
Jerry Butler & Betty Everett (Duet),Let It Be Me,MM-15892
Jerry Butler & The Impressions,For Your Precious Love,MM-15885
Jerry Kilgore,Look,MM-14339
Jerry Kilgore,Love Trip,MM-14202
Jerry Lee Lewis,Drinkin' Wine Spo-Dee-O-Dee,MM-12776
Jerry Lee Lewis,Great Balls Of Fire,MM-13558
Jerry Vale,Al Di La,MM-13525
Jerry Vale,Be My Love,MM-13518
Jerry Vale,Love Me The Way I Love You,MM-13520
Jerry Vale,Love Me With All Your Heart,MM-13524
Jerry Vale,Mala Femina,MM-13516
Jerry Vale,Mama,MM-13522
Jerry Vale,My Heart Reminds Me,MM-13517
Jerry Vale,"My Love, Forgive Me (Amore, Scusami)",MM-13512
Jerry Vale,Non Dimenticar,MM-13515
Jesse Hunter,Long Legged Hannah (From Butte Montana),MM-11905
Jesse McCartney,Beautiful Soul,MM-16056
Jessica Andrews,Good Time,MM-15799
Jessica Andrews,"Helplessly, Hopelessly",MM-15041
Jessica Andrews,I Do Now,MM-14563
Jessica Andrews,I Will Be There For You,MM-13928
Jessica Andrews,There's More To Me Than You,MM-15551
Jessica Andrews,Unbreakable Heart,MM-14311
Jessica Andrews,Who I Am,MM-14748
Jessica Andrews,You Go First (Do You Wanna Kiss),MM-14115
Jessica Riddle,Even Angels Fall,MM-14395
Jessica Simpson,Angels,MM-16128
Jessica Simpson,I Think I'm In Love With You,MM-14551
Jessica Simpson,I Wanna Love You Forever,MM-14178
Jessica Simpson,Irresistible,MM-15020
Jessica Simpson,Take My Breath Away,MM-16048
Jessica Simpson,With You,MM-15941
Jessica Simpson & Nick Lachey (Duet),Where You Are,MM-14406
Jesters,So Strange,MM-16006
Jet,Are You Gonna Be My Girl,MM-15992
Jet,Look What You've Done,MM-16052
Jewel,Break Me,MM-15310
Jewel,Intuition,MM-15725
Jewel,Stand,MM-15833
Jewel,Standing Still,MM-15156
Jewel,Who Will Save Your Soul,MM-12357
Jewel,You Were Meant For Me,MM-12759
Jewish Favorites,Hava Nagila,MM-11629
Jill Scott,Gettin' In The Way,MM-15787
Jill Scott,He Loves Me (Lyzel In E Flat),MM-15785
Jill Scott,Long Walk,MM-15778
Jim Brickman,Your Love,MM-14216
Jim Brickman & Anne Cochran,After All These Years,MM-13690
Jim Brickman & Collin Raye & Susan Ashton (Duet),Gift,MM-13311
Jim Brickman & Jordan Hill & Billy Porter (Duet),Destiny,MM-14126
Jim Brickman & Michael W. Smith,Love Of My Life,MM-13894
Jim Collins,Next Step,MM-13403
Jim Croce,Bad Bad Leroy Brown,MM-11561
Jim Croce,I Got A Name,MM-11700
Jim Croce,I'll Have To Say I Love You In A Song,MM-11540
Jim Ed Brown & Helen Cornelius (Duet),I Don't Want To Have To Marry You,MM-14606
Jim Reeves,Welcome To My World,MM-11401
Jimmie Rodgers,Kisses Sweeter Than Wine,MM-12316
Jimmy Buffett,"Changes In Latitudes, Changes In Attitudes",MM-10479
Jimmy Buffett,Cheeseburger In Paradise,MM-10477
Jimmy Buffett,Come Monday,MM-10360
Jimmy Buffett,God's Own Drunk (Explicit),MM-12785
Jimmy Buffett,Margaritaville,MM-10482
Jimmy Buffett,Volcano,MM-11711
Jimmy Buffett,Why Don't We Get Drunk,MM-12779
Jimmy Buffett & Martina McBride (Duet),Trip Around The Sun,MM-16210
Jimmy Charles,Million To One,MM-14097
Jimmy Clanton,Just A Dream,MM-11673
Jimmy Cliff,I Can See Clearly Now,MM-10595
Jimmy Dorsey Orchestra,I Should Care,MM-12740
Jimmy Eat World,Middle,MM-15316
Jimmy Eat World,Sweetness,MM-15362
Jimmy Reed,Big Boss Man,MM-12137
Jimmy Reed,"Bright Lights, Big City",MM-12302
Jimmy Reed,You Got Me Running,MM-12140
Jimmy Roselli,Anema E'Core,MM-13519
Jimmy Roselli,Torno Surento,MM-13521
Jimmy Roselli,When Your Old Wedding Ring Was New,MM-13513
Jimmy Soul,If You Wanna Be Happy,MM-10253
Jimmy Wayne,I Love You This Much,MM-15801
Jimmy Wayne,Stay Gone,MM-15624
Jimmy Wayne,You Are,MM-16032
Jimmy Witherspoon,Ain't Nobody's Business,MM-13023
Jive Five,My True Story,MM-12215
Jive Five,What Time Is It,MM-16197
Jo Dee Messina,Because You Love Me,MM-14240
Jo Dee Messina,Burn,MM-14735
Jo Dee Messina,Bye Bye,MM-13447
Jo Dee Messina,Dare To Dream,MM-15345
Jo Dee Messina,Do You Wanna Make Something Of It,MM-12674
Jo Dee Messina,Downtime,MM-14959
Jo Dee Messina,"Heads Carolina, Tails California",MM-12011
Jo Dee Messina,He'd Never Seen Julie Cry,MM-13038
Jo Dee Messina,I Wish,MM-15794
Jo Dee Messina,I'm Alright,MM-13575
Jo Dee Messina,Lesson In Leavin',MM-14008
Jo Dee Messina,My Give A Damn's Busted,MM-16295
Jo Dee Messina,Stand Beside Me,MM-13769
Jo Dee Messina,That's The Way,MM-14558
Jo Dee Messina,Walk To The Light,MM-12192
Jo Dee Messina,Was That My Life,MM-15622
Jo Dee Messina,You're Not In Kansas Anymore,MM-12408
Jo Dee Messina & Tim McGraw (Fsolo),Bring On The Rain,MM-14703
Joan Baez,Night They Drove Old Dixie Down,MM-12541
Joan Jett & The Blackhearts,Crimson And Clover,MM-11364
Joan Jett & The Blackhearts,I Love Rock 'n' Roll,MM-10677
Joan Osborne,One Of Us,MM-11967
Joan Osborne,Right Hand Man,MM-12225
Joan Osborne,St. Teresa,MM-11978
Joanie Bartels,I Want A Hippopotamus For Christmas,MM-14671
Joanie Sommers,I Concentrate On You,MM-13804
Joanie Sommers,You Better Go Now,MM-13798
Jocelyn Enriquez,Little Bit Of Ecstasy,MM-12997
Jodeci,Get On Up,MM-12218
Jody Watley,Everything,MM-10450
Joe,All The Things,MM-12224
Joe,I Wanna Know,MM-14546
Joe Cocker,Bye Bye Blackbird,MM-12948
Joe Cocker,You Are So Beautiful,MM-11579
Joe Cocker,You Can Leave Your Hat On,MM-11639
Joe Cocker & Jennifer Warnes (Duet),Up Where We Belong,MM-10196
Joe Diffie,Bigger Than The Beatles,MM-11932
Joe Diffie,C-O-U-N-T-R-Y,MM-12075
Joe Diffie,Honky Tonk Attitude,MM-12578
Joe Diffie,If The Devil Danced (In Empty Pockets),MM-11142
Joe Diffie,In Another World,MM-15087
Joe Diffie,In My Own Backyard,MM-10716
Joe Diffie,It's Always Somethin',MM-14417
Joe Diffie,John Deere Green,MM-10577
Joe Diffie,Next Thing Smokin',MM-10267
Joe Diffie,Night To Remember,MM-13999
Joe Diffie,Poor Me,MM-13736
Joe Diffie,Promised Land,MM-13300
Joe Diffie,Prop Me Up Beside The Jukebox,MM-10418
Joe Diffie,Quittin' Kind,MM-14204
Joe Diffie,So Help Me Girl,MM-11280
Joe Diffie,Something Like This,MM-13070
Joe Diffie,Texas Size Heartache,MM-13580
Joe Diffie,That Road Not Taken,MM-11535
Joe Diffie,Third Rock From The Sun,MM-12576
Joe Diffie,This Is Your Brain,MM-12882
Joe Diffie,This Pretender,MM-15308
Joe Diffie,Tougher Than Nails,MM-16036
Joe Diffie,Whole Lotta Gone,MM-12342
Joe Dolce,Shaddap You Face,MM-10703
Joe Jones,You Talk Too Much,MM-10634
Joe Louis Walker,Blues Of The Month Club,MM-12294
Joe Nichols,Brokenheartsville,MM-15519
Joe Nichols,Cool To Be A Fool,MM-15898
Joe Nichols,Impossible,MM-15305
Joe Nichols,She Only Smokes When She Drinks,MM-15705
Joe South,Don't It Make You Want To Go Home,MM-11874
Joe South,Games People Play,MM-11398
Joey Dee & The Starliters,Peppermint Twist,MM-10070
Joey McIntyre,Stay The Same,MM-13890
Joey Scarbury,Greatest American Hero (Believe It Or Not),MM-10460
John & Audrey Wiggins,Somewhere In Love,MM-12962
John Anderson,Bend It Until It Breaks,MM-11207
John Anderson,Country 'Til I Die,MM-11171
John Anderson,Long Hard Lesson Learned,MM-12121
John Anderson,Mississippi Moon,MM-11437
John Anderson,Money In The Bank,MM-10522
John Anderson,My Kind Of Crazy,MM-12339
John Anderson,Paradise,MM-11907
John Anderson,Small Town,MM-13230
John Anderson,Somebody Slap Me,MM-13120
John Anderson,Swingin',MM-11312
John Anderson,Takin' The Country Back,MM-13449
John Berry,Change My Mind,MM-12401
John Berry,Every Time My Heart Calls Your Name,MM-12010
John Berry,I Think About It All The Time,MM-11611
John Berry,"I Will, If You Will",MM-12920
John Berry,If I Had Any Pride Left At All,MM-11917
John Berry,Kiss Me In The Car,MM-11181
John Berry,Power Windows,MM-14195
John Berry,She's Taken A Shine,MM-12704
John Berry,Standing On The Edge Of Goodbye,MM-11431
John Berry,You And Only You,MM-11177
John Berry,Your Love Amazes Me,MM-10653
John Cougar Mellencamp,Hurts So Good,MM-10852
John Cougar Mellencamp,I'm Not Running Anymore,MM-13981
John Cougar Mellencamp,Jack & Diane,MM-10621
John Cougar Mellencamp,Just Another Day,MM-12897
John Cougar Mellencamp,Key West Intermezzo (I Saw You First),MM-12566
John Cougar Mellencamp,R.O.C.K. In The U.S.A.,MM-12478
John Cougar Mellencamp,Your Life Is Now,MM-13752
John Cougar Mellencamp & India.Arie (Duet),Peaceful World,MM-15138
John Cougar Mellencamp & Me'Shell Ndegeocello (Solo),Wild Night,MM-10842
John Denver,Rocky Mountain High,MM-11665
John Fogerty,Southern Streamline,MM-13167
John Hiatt,Little Head,MM-13193
John Lee Hooker,Boom Boom Boom,MM-11698
John Lee Hooker,I'm In The Mood,MM-13992
John Lee Hooker,Mr. Lucky,MM-12296
John Lee Hooker,"One Bourbon, One Scotch, One Beer",MM-13024
John Lennon,And So This Is Christmas,MM-11609
John Lennon,Imagine,MM-10111
John Lennon,Nobody Told Me,MM-13096
John Mayer,Bigger Than My Body,MM-15819
John Mayer,Clarity,MM-15990
John Mayer,Daughters,MM-16232
John Mayer,No Such Thing,MM-15357
John Mayer,Why Georgia,MM-15638
John Mayer,Your Body Is A Wonderland,MM-15447
John Michael Montgomery,Ain't Got Nothin' On Us,MM-12596
John Michael Montgomery,Angel In My Eyes,MM-13273
John Michael Montgomery,Be My Baby Tonight,MM-11891
John Michael Montgomery,Beer And Bones,MM-10734
John Michael Montgomery,Cover You In Kisses,MM-13591
John Michael Montgomery,Cowboy Love,MM-11928
John Michael Montgomery,Even Then,MM-15014
John Michael Montgomery,Friends,MM-12646
John Michael Montgomery,Goes Good With Beer,MM-16142
John Michael Montgomery,Hello L. O. V. E.,MM-13959
John Michael Montgomery,Hold On To Me,MM-13743
John Michael Montgomery,Home To You,MM-14112
John Michael Montgomery,How Was I To Know,MM-13062
John Michael Montgomery,I Can Love You Like That,MM-11365
John Michael Montgomery,I Love The Way You Love Me,MM-10423
John Michael Montgomery,I Miss You A Little,MM-12859
John Michael Montgomery,I Swear,MM-11628
John Michael Montgomery,If You've Got Love,MM-11279
John Michael Montgomery,It's What I Am,MM-12197
John Michael Montgomery,Kick It Up,MM-11133
John Michael Montgomery,Letters From Home,MM-15969
John Michael Montgomery,Little Girl,MM-14649
John Michael Montgomery,Long As I Live,MM-12072
John Michael Montgomery,Love Working On You,MM-13483
John Michael Montgomery,No Man's Land,MM-11849
John Michael Montgomery,Nothing Catches Jesus By Surprise,MM-14347
John Michael Montgomery,Rope The Moon,MM-10719
John Michael Montgomery,Sold (The Grundy County Auction Incident),MM-11453
John Michael Montgomery,That's What I Like About You,MM-14853
John Michael Montgomery,Til Nothing Comes Between Us,MM-15552
John Michael Montgomery,You Are,MM-14459
John Paul Young,Love Is In The Air,MM-11883
John Tesh & Dalia,Mother I Miss You,MM-13747
John Tesh & James Ingram,Give Me Forever (I Do),MM-13395
John Travolta & Olivia Newton-John,We Go Together,MM-11596
John Travolta & Olivia Newton-John (Duet),Summer Nights,MM-10780
John Travolta & Olivia Newton-John (Duet),You're The One That I Want,MM-10379
John Waite,How Did I Get By Without You,MM-11342
Johnnie & Joe,"Over The Mountain, Across The Sea",MM-12208
Johnnie Ray,Cry,MM-12314
Johnny Ace,Pledging My Love,MM-13555
Johnny Burnette,"You're Sixteen, You're Beautiful & You're Mine",MM-10249
Johnny Cash,Boy Named Sue,MM-10697
Johnny Cash,I Walk The Line,MM-14797
Johnny Cash,Ring Of Fire,MM-14803
Johnny Cymbal,Mr. Bass Man,MM-11054
Johnny Gill,Let's Get The Mood Right,MM-12562
Johnny Horton,Battle Of New Orleans,MM-10704
Johnny Lang,Leaving To Stay,MM-13996
Johnny Mathis,Twelfth Of Never,MM-11658
Johnny Mathis,When Sunny Gets Blue,MM-12687
Johnny Mathis,Wonderful Wonderful,MM-11666
Johnny Mathis & Barbra Streisand (Duet),I Have A Love (One Hand One Heart),MM-10385
Johnny Mathis & Deniece Williams (Duet),"Too Much, Too Little, Too Late",MM-10381
Johnny Mercer,Ac-Cent-Tchu-Ate The Positive,MM-12734
Johnny Nash,I Can See Clearly Now,MM-11227
Johnny Otis Show,Willie And The Hand Jive,MM-10545
Johnny Paycheck,Take This Job And Shove It,MM-14827
Johnny Tillotson,It Keeps Right On Hurtin',MM-12204
JoJo,Baby It's You,MM-16244
JoJo,Leave (Get Out),MM-16122
Jolie & The Wanted,I Would,MM-14659
Jon Secada,Do You Believe In Us,MM-10669
Jon Secada,Just Another Day,MM-10023
Jonathan Edwards,Sunshine,MM-11710
Jonathan King,Everyone's Gone To The Moon,MM-13459
Joose,If Tomorrow Never Comes,MM-12998
Jose Feliciano,Cielito Lindo (Latino),MM-10148
Jose Feliciano,Feliz Navidad,MM-10309
Josh Gracin,I Want To Live,MM-16029
Josh Gracin,Nothin' To Lose,MM-16215
Josh Groban,To Where You Are,MM-15360
Josh Joplin Group,Camera One,MM-14867
Josh Kelley,Amazing,MM-15750
Josh Turner,Long Black Train,MM-15906
Joshua Kadison,Beautiful In My Eyes,MM-10675
Joshua Kadison,Jessie,MM-10594
Joshua Kadison,Picture Postcards From L.A.,MM-11339
Journey,Faithfully,MM-11636
Journey,When You Love A Woman,MM-12761
Juan Luis Guerra,Bachata Rosa (Latino),MM-12046
Judds,Born To Be Blue,MM-10745
Judds,Change Of Heart,MM-11901
Judds,Girls Night Out,MM-11895
Judds,Guardian Angels,MM-11892
Judds,Love Can Build A Bridge,MM-10172
Judds,One Hundred & Two,MM-11795
Judds,River Of Time,MM-11903
Judds,Rockin' With The Rhythm Of The Rain,MM-10965
Judds,Stuck In Love,MM-14453
Judds,Young Love,MM-11389
Judy Collins,Both Sides Now,MM-13056
Judy Garland,I Can't Give You Anything But Love,MM-14823
Judy Garland,Man That Got Away,MM-12024
Judy Garland,Swanee,MM-12037
Judy Garland,You Made Me Love You,MM-12666
Juice Newton,Cheap Love,MM-11270
Juice Newton,Queen Of Hearts,MM-11357
Juice Newton,Sweetest Thing,MM-11262
Julian Lennon,Day After Day,MM-13884
Julie Brown,Cause I'm A Blonde,MM-13212
Julie Reeves,Trouble Is A Woman,MM-14060
Julie Reeves,What I Need,MM-14312
Julie Roberts,Break Down Here,MM-16035
Julio Iglesias,"Amor, Amor, Amor (Latino)",MM-10140
Julio Iglesias,Cucurucu Paloma (Latino),MM-10142
Julio Iglesias,Hey (Latino),MM-10143
Julio Iglesias,Por Ella (Latino),MM-10144
Jump 5,All I Can Do,MM-16066
Jump 5,God Bless The USA,MM-15934
Jump 5,Spinning Around,MM-16068
Jump 5 (Duet),Shining Star,MM-15927
June Christy,In The Wee Small Hours Of The Morning,MM-13801
Junior Brown,My Wife Thinks You're Dead,MM-12019
Junior Brown,Venom Wearing Denim,MM-12396
Junior Senior (Duet),Move Your Feet,MM-15759
Justin Timberlake,Cry Me A River,MM-15529
Justin Timberlake,Like I Love You,MM-15454
Justin Timberlake,Rock Your Body,MM-15682
K.C. & The Sunshine Band,Get Down Tonight,MM-12819
K.D. Lang,Constant Craving,MM-10406
K.D. Lang,I'm Down To My Last Cigarette,MM-11264
K.D. Lang,Summerfling,MM-14598
K.T. Oslin,80's Ladies,MM-11266
K.T. Oslin,Come Next Monday,MM-10955
K.T. Oslin,Miss The Mississippi And You,MM-12601
K.T. Oslin,Silver Tongue And Gold Plated Lies,MM-12504
Kalapana,Naturally (Hawaiian),MM-11523
Kaoma,Lambada (Latino),MM-12266
Karyn White,Can I Stay With You,MM-11344
Kathy Mattea,455 Rocket,MM-12813
Kathy Mattea,Clown In Your Rodeo,MM-11424
Kathy Mattea,Few Good Things Remain,MM-11261
Kathy Mattea,Goin' Gone,MM-11271
Kathy Mattea,Life As We Knew It,MM-11869
Kathy Mattea,Listen To The Radio,MM-11163
Kathy Mattea,Lonesome Standard Time,MM-10059
Kathy Mattea,Love Travels,MM-13235
Kathy Mattea,Maybe She's Human,MM-11178
Kathy Mattea,Nobody's Gonna Rain On Our Parade,MM-10941
Kathy Mattea,Walking Away A Winner,MM-10710
Kathy Troccoli,If I'm Not In Love,MM-11148
Kathy Troccoli,Tell Me Where It Hurts,MM-10840
Kathy Troccoli,You've Got A Way,MM-10131
Kathy Young & The Innocents,Thousand Stars In The Sky,MM-12368
Kay Starr,Side By Side,MM-12665
Keb' Mo',Love In Vain,MM-13997
Keely Smith,What Is This Thing Called Love,MM-12726
Keith Gattis,Little Drops Of My Heart,MM-12156
Keith Harling,Bring It On,MM-14274
Keith Harling,Coming Back For You,MM-13677
Keith Harling,There Goes The Neighborhood,MM-13934
Keith Harling,Write It In Stone,MM-13846
Keith Harting,Papa Bear,MM-13441
Keith Stegall,1969,MM-12071
Keith Stegall,Fifty Fifty,MM-12280
Keith Stegall,My Life,MM-12505
Keith Sweat & Kut Klose (Duet),Get Up On It,MM-11150
Keith Sweat & Kut Klose (Solo),Twisted,MM-12445
Keith Urban,But For The Grace Of God,MM-14745
Keith Urban,Days Go By,MM-16144
Keith Urban,It's A Love Thing,MM-14248
Keith Urban,Raining On Sunday,MM-15550
Keith Urban,Somebody Like You,MM-15402
Keith Urban,Where The Blacktop Ends,MM-14969
Keith Urban,Who Wouldn't Wanna Be Me,MM-15737
Keith Urban,You'll Think Of Me,MM-15966
Keith Urban,Your Everything,MM-14422
Keith Whitley,It Ain't Nothin',MM-10958
Keith Whitley & Lorrie Morgan (Duet),Til A Tear Becomes A Rose,MM-10953
Kelis,Milkshake,MM-15942
Kellie Coffey,At The End Of The Day,MM-15462
Kellie Coffey,Dance With My Father,MM-16108
Kellie Coffey,Texas Plates,MM-15899
Kellie Coffey,Whatever It Takes,MM-15625
Kellie Coffey,When You Lie Next To Me,MM-15187
Kelly Clarkson,Before Your Love,MM-15442
Kelly Clarkson,Breakaway,MM-16234
Kelly Clarkson,Low,MM-15821
Kelly Clarkson,Miss Independent,MM-15721
Kelly Clarkson,Moment Like This,MM-15443
Kelly Clarkson,Since U Been Gone,MM-16300
Kelly Clarkson,Trouble With Love Is,MM-15945
Kelly Clarkson & Justin Guarini (Duet),Timeless,MM-15731
Kelly Willis,Heaven's Just A Sin Away,MM-10739
Ken Mellons,Jukebox Junkie,MM-11080
Ken Mellons,Rub-A-Dubbin',MM-11912
Ken Mellons,Stranger In Your Eyes,MM-12256
Kenny Chesney,All I Need To Know,MM-11617
Kenny Chesney,Anything But Mine,MM-16284
Kenny Chesney,Back In My Arms Again,MM-12279
Kenny Chesney,Big Star,MM-15545
Kenny Chesney,Don't Happen Twice,MM-14842
Kenny Chesney,Fall In Love,MM-11427
Kenny Chesney,Good Stuff,MM-15343
Kenny Chesney,Grandpa Told Me So,MM-11916
Kenny Chesney,How Forever Feels,MM-13837
Kenny Chesney,I Go Back,MM-16102
Kenny Chesney,I Lost It,MM-14650
Kenny Chesney,I Will Stand,MM-13703
Kenny Chesney,Lot Of Things Different,MM-15468
Kenny Chesney,Me And You,MM-12414
Kenny Chesney,"No Shoes, No Shirt, No Problems",MM-15718
Kenny Chesney,She Thinks My Tractor's Sexy,MM-14201
Kenny Chesney,She's Got It All,MM-13044
Kenny Chesney,That's Why I'm Here,MM-13439
Kenny Chesney,Tin Man,MM-15078
Kenny Chesney,What I Need To Do,MM-14337
Kenny Chesney,When I Close My Eyes,MM-12709
Kenny Chesney,Woman With You,MM-16202
Kenny Chesney,You Had Me From Hello,MM-14007
Kenny Chesney,Young,MM-15235
Kenny Chesney & Uncle Kracker (Solo),When The Sun Goes Down,MM-15967
Kenny G. & Aaron Neville,Even If My Heart Would Break,MM-10728
Kenny Lattimore,For You,MM-12984
Kenny Loggins,Footloose,MM-10068
Kenny Loggins,For The First Time,MM-13222
Kenny Rogers,Buy Me A Rose,MM-14268
Kenny Rogers,Gambler,MM-11868
Kenny Rogers,Greatest,MM-14002
Kenny Rogers,Lady,MM-11110
Kenny Rogers,There You Go Again,MM-14920
Kenny Rogers,Through The Years,MM-10554
Kenny Rogers,Vows Go Unbroken,MM-11626
Kenny Rogers & Dottie West (Duet),All I Ever Need Is You,MM-14610
Kenny Rogers & Gladys Knight,If I Knew Then (What I Know Now),MM-10203
Kenny Rogers & Kim Carnes (Duet),Don't Fall In Love With A Dreamer,MM-13349
Kenny Rogers & Sheena Easton (Duet),We've Got Tonight,MM-10781
Kenny Wayne Shepherd Band,Blue On Black,MM-13985
Kentucky Headhunters,Walk Softly On This Heart Of Mine,MM-11319
Keola & Kapona Beamer,Honolulu City Lights (Hawaiian),MM-11522
Keola & Kapona Beamer,Lovely Hula Hands (Hawaiian),MM-11517
Kevin Denney,Cadillac Tears,MM-15405
Kevin Denney,That's Just Jessie,MM-15185
Kevin Lyttle & Spragga Benz (Msolo),Turn Me On (Radio Remix),MM-16182
Kevin Sharp,If You Love Somebody,MM-13122
Kevin Sharp,Nobody Knows,MM-12672
Kevin Sharp,She's Sure Taking It Well,MM-12868
Khaleel,No Mercy,MM-13859
Kid Rock,Cold And Empty,MM-15985
Kid Rock,Only God Knows Why (Explicit),MM-14353
Kid Rock & Sheryl Crow (Duet),Picture,MM-15633
Kiki Dee,I've Got The Music In Me,MM-10492
Killers,Mr. Brightside,MM-16307
Kim Carnes,Bette Davis Eyes,MM-10977
Kim Hill,Janie's Gone Fishin',MM-10835
Kim Richey,From Where I Stand,MM-12155
Kim Wilde,You Keep Me Hangin' On,MM-10627
Kimberley Locke,Wrong,MM-16178
Kimberly Scott,Tuck Me In,MM-13328
King Cole Trio,Straighten Up And Fly Right,MM-13551
King Sisters,Take The 'A' Train,MM-12741
Kingsmen,"Louie, Louie",MM-10541
Kingston Trio,M.T.A.,MM-14798
Kingston Trio,Sloop John B.,MM-12553
Kingston Trio,They Call The Wind Maria,MM-12543
Kingston Trio,Tom Dooley,MM-12539
Kingston Trio,When The Saints Go Marching In,MM-12547
Kingston Trio,Where Have All The Flowers Gone,MM-12549
Kinks,Lola,MM-10856
Kinks,You Really Got Me,MM-12534
Kinleys,Dance In The Boat,MM-13581
Kinleys,I'm In,MM-14770
Kinleys,Just Between You And Me,MM-13379
Kinleys,Please,MM-13174
Kinleys,She Ain't The Girl For You,MM-14461
Kinleys,Somebody's Out There Watching,MM-13811
Kinleys,You Make It Seem So Easy,MM-13684
Kippi Brannon,Daddy's Little Girl,MM-12884
Kitty Wells,It Wasn't God Who Made Honky Tonk Angels,MM-11815
Klymaxx,I Miss You,MM-13263
Knack,My Sharona,MM-10622
Koko Taylor,Hound Dog,MM-13022
Koko Taylor,That's Why I'm Crying,MM-13026
Kool & The Gang,Celebration,MM-10240
Kool & The Gang,Jungle Boogie,MM-13456
Kool & The Gang,Ladies Night,MM-10534
Kool & The Gang,Too Hot,MM-13467
Kris Kross,Jump,MM-10250
Kris Tyler,Keeping Your Kisses,MM-12921
Kris Tyler,What A Woman Knows,MM-13308
Krush,My Hawaii (Hawaiian),MM-11516
Kylie Minogue,Can't Get You Out Of My Head,MM-15255
Kylie Minogue,Come Into My World,MM-15508
Kylie Minogue,Love At First Sight,MM-15421
La Bouche,Be My Lover,MM-12824
La Bouche,Sweet Dreams,MM-12220
Lace,I Want A Man,MM-14164
Lara Fabian,I Will Love Again,MM-14550
Lara Fabian,Love By Grace,MM-14857
Lari White,Don't Fence Me In,MM-12080
Lari White,Now I Know,MM-11073
Lari White,Ready Willing And Able,MM-11959
Lari White,Stepping Stone,MM-13576
Lari White,Take Me,MM-13742
Lari White,That's How You Know (When You're In Love),MM-11208
Lari White,That's My Baby,MM-10718
Lari White,What A Woman Wants,MM-10712
Lari White,Wild At Heart,MM-12257
Larry Gatlin & The Gatlin Brothers,All The Gold In California,MM-11382
Larry Graham,One In A Million You,MM-10807
Larry Stewart,Always A Woman,MM-12806
Larry Stewart,Heart Like A Hurricane,MM-11130
Larry Stewart,Rockin' The Rock,MM-11436
Larry Stewart,Why Can't You,MM-12400
Larry Williams,Bony Moronie,MM-11095
Las Ketchup,Asereje,MM-15513
Las Ketchup,Ketchup Song (Asereje) (Spanglish),MM-15503
Latino Standard,Abusadora,MM-12273
Latino Standard,Adios,MM-12066
Latino Standard,Bubujas De Amor,MM-12062
Latino Standard,Cali Pachanguero,MM-12262
Latino Standard,Como Fue,MM-12041
Latino Standard,Compadre Pedro Juan,MM-12272
Latino Standard,Comprendelo,MM-12261
Latino Standard,Cucala,MM-12269
Latino Standard,Cumbia De La Media Noche,MM-12259
Latino Standard,De Punta A Punta,MM-12064
Latino Standard,Delirio,MM-12048
Latino Standard,Dime,MM-12039
Latino Standard,El Africano,MM-12270
Latino Standard,El Negrito Del Batey,MM-12271
Latino Standard,El Triste,MM-12057
Latino Standard,En Mi Viejo San Juan,MM-12042
Latino Standard,Granada (Latino),MM-10141
Latino Standard,La Bilirrubina,MM-12263
Latino Standard,La Gata Bajo La Lluvia,MM-12061
Latino Standard,La Negra Tomasa,MM-12268
Latino Standard,Lluvia,MM-12264
