ARTIST,SONG TITLE,DISC CODE
Destiny's Child,Say My Name,MM-14323
Destiny's Child,Survivor,MM-14903
Destiny's Child & T.I. & Lil' Wayne (Solo),Soldier,MM-16310
Devo,Whip It,MM-12008
Dexter Freebish,Leaving Town,MM-14785
Dexy's Midnight Runners,Come On Eileen,MM-11772
Diamond Rio,Beautiful Mess,MM-15304
Diamond Rio,Bubba Hyde,MM-11203
Diamond Rio,Finish What We Started,MM-11500
Diamond Rio,Holdin',MM-12713
Diamond Rio,How Your Love Makes Me Feel,MM-13063
Diamond Rio,I Believe,MM-15547
Diamond Rio,I Know How The River Feels,MM-13965
Diamond Rio,Imagine That,MM-13321
Diamond Rio,It's All In Your Head,MM-12486
Diamond Rio,Love A Little Stronger,MM-10940
Diamond Rio,Meet In The Middle,MM-11797
Diamond Rio,Norma Jean Riley,MM-11791
Diamond Rio,One Believer,MM-16356
Diamond Rio,One More Day,MM-14743
Diamond Rio,Stuff,MM-14560
Diamond Rio,Sweet Summer,MM-15008
Diamond Rio,That's Just That,MM-15168
Diamond Rio,That's What I Get For Lovin' You,MM-12283
Diamond Rio,This Romeo Ain't Got Julie Yet,MM-10740
Diamond Rio,Unbelievable,MM-13766
Diamond Rio,Walkin' Away,MM-11953
Diamond Rio,We All Fall Down,MM-15977
Diamond Rio,Wrinkles,MM-15795
Diamond Rio,You're Gone,MM-13626
Diamonds,Little Darlin',MM-10095
Diamonds,Stroll,MM-10065
Diana King,I Say A Little Prayer,MM-13148
Diana Krall,"Hit That Jive, Jack!",MM-13717
Diana Krall,Let's Face The Music And Dance,MM-14885
Diana Krall,Let's Fall In Love,MM-16228
Diana Krall,Look Of Love,MM-16231
Diana Krall,Peel Me A Grape,MM-14884
Diana Krall,You're Getting To Be A Habit With Me,MM-14889
Diana Krall & Tony Bennett (Duet),"Alright, Okay, You Win",MM-15767
Diana Ross,Good Morning Heartache,MM-12098
Diana Ross,It's My Turn,MM-10818
Diana Ross,Muscles,MM-10987
Diana Ross & The Supremes,Stop! In The Name Of Love,MM-13264
Dido,Don't Leave Home,MM-16042
Dido,Here With Me,MM-14690
Dido,Hunter,MM-15062
Dido,Thank You,MM-14757
Dido,White Flag,MM-15823
Dierks Bentley,How Am I Doin',MM-16109
Dierks Bentley,Lot Of Leavin' Left To Do,MM-16349
Dierks Bentley,What Was I Thinkin',MM-15712
Digital Underground,Humpty Dance,MM-15578
Dinah Washington,But Not For Me,MM-16218
Dinah Washington,There'll Be Some Changes Made,MM-16225
Dinah Washington,This Bitter Earth,MM-14897
Dinah Washington,Trust In Me,MM-14896
Dinah Washington,What A Difference A Day Makes,MM-10080
Dinah Washington & Brook Benton (Duet),Baby (You've Got What It Takes),MM-11093
Dion & The Belmonts,Runaround Sue,MM-12305
Dion & The Belmonts,Teenager In Love,MM-12313
Dion & The Belmonts,That's My Desire,MM-15652
Dion & The Belmonts,Wanderer,MM-10113
Dion & The Belmonts,Where Or When,MM-15659
Dion DiMucci,Lovers Who Wander,MM-12434
Dionne Farris,I Know,MM-11347
Dionne Warwick,Anyone Who Had A Heart,MM-13262
Dionne Warwick,Don't Make Me Over,MM-13255
Dionne Warwick,Walk On By,MM-13266
Dionne Warwick & Friends (Duet),That's What Friends Are For,MM-10383
Dire Straits,Walk Of Life,MM-10623
Dishwalla,Counting Blue Cars,MM-12352
Dishwalla,Once In A While,MM-13695
Dixie Chicks,Cold Day In July,MM-14534
Dixie Chicks,Cowboy Take Me Away,MM-14185
Dixie Chicks,Godspeed (Sweet Dreams),MM-15742
Dixie Chicks,Goodbye Earl,MM-14184
Dixie Chicks,Heartbreak Town,MM-15033
Dixie Chicks,I Can Love You Better,MM-14188
Dixie Chicks,If I Fall You're Going Down With Me,MM-14914
Dixie Chicks,Landslide,MM-15544
Dixie Chicks,Let 'Er Rip,MM-13848
Dixie Chicks,Long Time Gone,MM-15397
Dixie Chicks,Ready To Run,MM-14109
Dixie Chicks,Sin Wagon,MM-14186
Dixie Chicks,Some Days You Gotta Dance,MM-15174
Dixie Chicks,There's Your Trouble,MM-13501
Dixie Chicks,Tonight The Heartache's On Me,MM-13966
Dixie Chicks,Travelin' Soldier,MM-15299
Dixie Chicks,Wide Open Spaces,MM-14189
Dixie Chicks,Without You,MM-14187
Dixie Chicks,You Can't Hurry Love,MM-14156
Dixie Chicks,You Were Mine,MM-13836
Dixie Cups,Chapel Of Love,MM-15870
Dodie Stevens,Pink Shoe Laces,MM-11584
Dolly Parton,9 To 5,MM-11443
Dolly Parton,Hard Candy Christmas,MM-16362
Dolly Parton,Honky Tonk Songs,MM-13704
Dolly Parton & Alison Krauss,Just When I Needed You Most,MM-12644
Dolly Parton & Kenny Rogers (Solo),Love Is Strange,MM-10206
Dolly Parton & Linda Ronstadt & Emmylou Harris (Solo),High Sierra,MM-11538
Dolly Parton & Vince Gill (Duet),I Will Always Love You,MM-11730
Don & Juan,What's Your Name,MM-12363
Don Henley,Sit Down You're Rockin' The Boat,MM-10570
Don Ho,E Lei Ka Lei Lei (Hawaiian),MM-11515
Don Ho,Hawaiian Wedding Song,MM-10247
Don Ho,I'll Remember You (Hawaiian),MM-11519
Don Ho,Ku'uipo + Bora Bora (Hawaiian),MM-11521
Don Ho,Lover's Prayer (Hawaiian),MM-11512
Don Ho,Molokai (Hawaiian),MM-11511
Don Ho,Pua Carnation (Hawaiian),MM-11520
Don Ho,Sweet Someone (Hawaiian),MM-11518
Don Ho,Tiny Bubbles (Hawaiian),MM-11510
Don McLean,American Pie (Long),MM-12386
Donald Fagen,Tomorrow's Girls,MM-11421
Donna Lewis,Falling,MM-13893
Donna Lewis,"I Love You, Always Forever (Extended Mix)",MM-12441
Donna Summer,Bad Girls,MM-12827
Donna Summer,Last Dance,MM-12828
Donna Summer,She Works Hard For The Money,MM-14084
Donnas,Take It Off,MM-15646
Doobie Brothers,Takin' It To The Streets,MM-10367
Doobie Brothers,What A Fool Believes,MM-10804
Doors,Break On Through,MM-10900
Doors,"Hello, I Love You",MM-14631
Doug Stone,Addicted To A Dollar,MM-10652
Doug Stone,Born In The Dark,MM-11859
Doug Stone,"Faith In Me, Faith In You",MM-11894
Doug Stone,Fourteen Minutes Old,MM-10954
Doug Stone,I Never Knew Love,MM-10530
Doug Stone,Little Houses,MM-11118
Doug Stone,Made For Lovin' You,MM-10337
Doug Stone,Make Up In Love,MM-14049
Doug Stone,More Love,MM-11375
Doug Stone,Right To Remain Silent,MM-11502
Doug Stone,Sometimes I Forget,MM-11618
Doug Stone,"Take A Letter, Maria",MM-14315
Doug Stone,These Lips Don't Know How To Say Goodbye,MM-10962
Doug Stone,Too Busy Being In Love,MM-10187
Doug Supernaw,I Don't Call Him Daddy,MM-10519
Doug Supernaw,Not Enough Hours In The Night,MM-11852
Doug Supernaw,Red & Rio Grande,MM-11900
Doug Supernaw,Reno,MM-10736
Doug Supernaw,She Never Looks Back,MM-12117
Doug Supernaw,What'll You Do About Me,MM-11214
Doug Supernaw,You Still Got Me,MM-12341
Doug Supernaw & Beach Boys,Long Tall Texan,MM-12650
Dovells,Bristol Stomp,MM-15874
Dr. Hook,Sexy Eyes,MM-13457
Dr. Hook (Solo),Cover Of The Rolling Stone,MM-12844
Dr. John,"Right Place, Wrong Time",MM-11447
Dr. John & Rickie Lee Jones (Duet),Makin' Whoopee,MM-14816
Dramatics,Whatcha See Is Whatcha Get,MM-15390
Dream,This Is Me,MM-15024
Dreamlovers,When We Get Married,MM-15878
Drifters,I Count The Tears,MM-15880
Drifters,Save The Last Dance For Me,MM-13568
Dropline,Fly Away From Here (Graduation Day),MM-15367
Dru Hill,In My Bed (So So Def Mix),MM-13414
Dru Hill,We're Not Making Love No More,MM-13386
Dubs,Could This Be Magic,MM-16187
Duke Ellington Orchestra,Don't Get Around Much Anymore,MM-12729
Duncan Sheik,Barely Breathing,MM-12769
Duncan Sheik,On A High,MM-15424
Duncan Sheik,She Runs Away,MM-13141
Duncan Sheik,Wishful Thinking,MM-13329
Duprees,Have You Heard,MM-10271
Duprees,My Own True Love,MM-15867
Duprees,Take Me As I Am,MM-16005
Duprees,Why Don't You Believe Me,MM-15877
Duprees,You Belong To Me,MM-10636
Duran Duran,Girls On Film,MM-10932
Duran Duran,Hungry Like The Wolf,MM-10929
Duran Duran,Is There Something I Should Know,MM-10938
Duran Duran,Ordinary World,MM-10025
Duran Duran,Reach Up For The Sunrise,MM-16242
Duran Duran,Rio,MM-10926
Duran Duran,Save A Prayer,MM-10935
Dusty Drake,One Last Time,MM-15668
Dusty Springfield,I Only Want To Be With You,MM-14998
Dusty Springfield,Son Of A Preacher Man,MM-11399
Dwight Twilley Band,I'm On Fire,MM-12843
Dwight Yoakam,Claudette,MM-13121
Dwight Yoakam,Crazy Little Thing Called Love,MM-14048
Dwight Yoakam,Fast As You,MM-10525
Dwight Yoakam,Gone (That'll Be Me),MM-12013
Dwight Yoakam,Guitars And Cadillacs,MM-10744
Dwight Yoakam,I Want You To Want Me,MM-15043
Dwight Yoakam,Nothing,MM-11854
Dwight Yoakam,Pocket Of A Clown,MM-10946
Dwight Yoakam,Santa Claus Is Back In Town,MM-11605
Dwight Yoakam,Sorry You Asked,MM-12190
Dwight Yoakam,These Arms,MM-13739
Dwight Yoakam,Things Change,MM-13578
Dwight Yoakam,Thinking About Leaving,MM-14166
Dwight Yoakam,Try Not To Look So Pretty,MM-10711
Dwight Yoakam,What Do You Know About Love,MM-14766
Eagle Eye Cherry,Falling In Love Again,MM-14045
Eagle Eye Cherry,Feels So Right,MM-15203
Eagle Eye Cherry,Save Tonight,MM-13694
Eagles,Best Of My Love,MM-10476
Eagles,Heartache Tonight,MM-10483
Eagles,Hotel California (Medium),MM-10481
Eagles,Lyin' Eyes,MM-10485
Eagles,Please Come Home For Christmas,MM-11600
Eagles,Take It To The Limit,MM-10478
Earl Grant,Ol' Man River,MM-13721
Earls,I Believe,MM-15879
Earls,Remember Then,MM-11720
Ed Townsend,For Your Love,MM-10275
Eddie Fisher,Dungaree Doll,MM-12311
Eddie Fisher,Oh! My Pa-Pa,MM-12315
Eddie Holman,Hey There Lonely Girl,MM-16190
Eddie Money,Baby Hold On,MM-10793
Eddie Murphy & Rick James,Party All The Time,MM-10699
Eddie Rabbitt & Crystal Gayle (Duet),You And I,MM-10201
Eddie Vedder,You've Got To Hide Your Love Away,MM-15253
Eddy Arnold,Streets Of Laredo,MM-12548
Eddy Arnold,Wayward Wind,MM-12552
Eddy Grant,Electric Avenue,MM-11221
Eddy Howard,You'll Never Walk Alone,MM-10086
Eden's Crush,Get Over Yourself,MM-15067
Eden's Crush,Love This Way,MM-15093
Edgar Winter Group,Free Ride,MM-10794
Edsels,Rama Lama Ding Dong,MM-11588
Edwin McCain,Go Be Young,MM-14331
Edwin McCain,Hearts Fall,MM-15061
Edwin McCain,I Could Not Ask For More,MM-14069
Edwin McCain,I'll Be,MM-13475
Edwin McCain (Wvocal),I'll Be,MMM-13475
Edwin Starr,25 Miles,MM-15387
Eiffel 65,Blue (Da Ba Dee),MM-14280
Electric Light Orchestra,Don't Bring Me Down,MM-10800
Electric Light Orchestra,Evil Woman,MM-10799
Elegants,Little Star,MM-15663
Ella Fitzgerald,Cheek To Cheek,MM-10077
Ella Fitzgerald,How Deep Is The Ocean,MM-12743
Ella Fitzgerald,I Only Have Eyes For You,MM-14893
Ella Fitzgerald,It's All Right With Me,MM-14894
Ella Fitzgerald,I've Got My Love To Keep Me Warm,MM-13948
Ella Fitzgerald,Let's Face The Music And Dance,MM-12735
Ella Fitzgerald,Puttin' On The Ritz,MM-12739
Ella Fitzgerald,Sweet Georgia Brown,MM-12657
Ella Fitzgerald,This Can't Be Love,MM-16217
Ella Fitzgerald,You Can Have Him,MM-12742
Ella Fitzgerald & Louis Armstrong (Duet),Fine Romance,MM-13949
Ella Fitzgerald & Louis Armstrong (Duet),Let's Call The Whole Thing Off,MM-13945
Elmo & Patsy,Grandma Got Run Over By A Reindeer,MM-10303
Elton John,Bitch Is Back,MM-10626
Elton John,Blessed,MM-11943
Elton John,Blue Eyes,MM-11691
Elton John,Candle In The Wind,MM-11689
Elton John,Don't Let The Sun Go Down On Me,MM-10007
Elton John,Friends Never Say Goodbye,MM-14644
Elton John,Goodbye Yellow Brick Road,MM-11687
Elton John,Honky Cat,MM-11688
Elton John,I Don't Wanna Go On With You Like That,MM-10753
Elton John,I Want Love,MM-15134
Elton John,I'm Still Standing,MM-11683
Elton John,Island Girl,MM-11684
Elton John,Last Song,MM-10027
Elton John,Levon,MM-10756
Elton John,Lucy In The Sky With Diamonds,MM-11690
Elton John,Mama Can't Buy You Love,MM-11692
Elton John,Nikita,MM-11697
Elton John,One,MM-11694
Elton John,Philadelphia Freedom,MM-10762
Elton John,Pinball Wizard,MM-11696
Elton John,Recover Your Soul,MM-13432
Elton John,Sad Songs (Say So Much),MM-11686
Elton John,Simple Life,MM-11693
Elton John,Someday Out Of The Blue,MM-14397
Elton John,Someone Saved My Life Tonight,MM-11685
Elton John,Something About The Way You Look Tonight,MM-13242
Elton John,This Train Don't Stop There Anymore,MM-15251
Elton John,Tiny Dancer,MM-10750
Elton John,You Can Make History,MM-12640
Elton John & Eric Clapton (Duet),Runaway Train,MM-11695
Elton John & Kiki Dee (Duet),Don't Go Breaking My Heart,MM-10374
Elton John & Kiki Dee (Duet),True Love,MM-10567
Elton John & Mary J. Blige (Duet),I Guess That's Why They Call It The Blues,MM-14763
Elvin Bishop,Fooled Around And Fell In Love,MM-12850
Elvis Presley,(Medley) Blueberry Hill+I Can't Stop Loving You (Live),MM-13904
Elvis Presley,(Medley) Down By The Riverside+Saints Go Marching In,MM-14719
Elvis Presley,(Medley) Gospel ('68 Comeback Special),MM-15603
Elvis Presley,(Medley) Heartbreak Hotel+Hound Dog+All Shook Up,MM-14481
Elvis Presley,(Medley) How The Web Was Woven+That's The Way It Is,MM-13907
Elvis Presley,(Medley) I Got A Woman+Amen (Live),MM-12618
Elvis Presley,(Medley) Long Tall Sally+Whole Lotta Shakin',MM-13629
Elvis Presley,(Medley) Long Tall Sally+Whole Lotta Shakin' (Memphis Concert),MM-13900
Elvis Presley,(Medley) Mystery Train+Tiger Man,MM-13004
Elvis Presley,(Medley) Next Step Is Love+That's The Way It Is,MM-13364
Elvis Presley,(Medley) Teddy Bear+Don't Be Cruel (Live),MM-12613
Elvis Presley,(Medley) Trouble (If Your Looking For)+Guitar Man ('68 Comeback Special),MM-14482
Elvis Presley,Adam And Evil,MM-15597
Elvis Presley,After Loving You,MM-14956
Elvis Presley,Ain't That Lovin' You Baby,MM-11837
Elvis Presley,All I Needed Was Rain,MM-15598
Elvis Presley,All Shook Up,MM-10210
Elvis Presley,All Shook Up (Live),MM-12612
Elvis Presley,All That I Am,MM-14945
Elvis Presley,Almost,MM-15850
Elvis Presley,Almost Always True,MM-15220
Elvis Presley,Almost In Love,MM-15441
Elvis Presley,Always On My Mind,MM-10218
Elvis Presley,Am I Ready,MM-14950
Elvis Presley,Amazing Grace,MM-13916
Elvis Presley,America The Beautiful,MM-13368
Elvis Presley,American Trilogy,MM-11321
Elvis Presley,And I Love You So (Live),MM-12616
Elvis Presley,And The Grass Won't Pay No Mind,MM-14469
Elvis Presley,Angel,MM-13646
Elvis Presley,Any Day Now,MM-12243
Elvis Presley,Any Way You Want Me,MM-11845
Elvis Presley,Anyone Could Fall In Love With You,MM-15588
Elvis Presley,Anyplace Is Paradise,MM-11330
Elvis Presley,Anything That's Part Of You,MM-11842
Elvis Presley,Are You Lonesome Tonight,MM-12176
Elvis Presley,Are You Lonesome Tonight ('68 Comeback),MM-15851
Elvis Presley,Are You Sincere,MM-12173
Elvis Presley,As Long As I Have You,MM-11821
Elvis Presley,Ask Me,MM-12174
Elvis Presley,"Baby, Let's Play House",MM-11322
Elvis Presley,Beach Boy Blues,MM-14223
Elvis Presley,Beach Shack,MM-16085
Elvis Presley,Because Of Love,MM-16086
Elvis Presley,Beyond The Bend,MM-14930
Elvis Presley,Big Boots,MM-14224
Elvis Presley,Big Boss Man,MM-13644
Elvis Presley,Big Hunk O' Love,MM-11039
Elvis Presley,"Big Love, Big Heartache",MM-15212
Elvis Presley,"Bitter They Are, Harder They Fall",MM-13631
Elvis Presley,Blue Christmas,MM-13163
Elvis Presley,Blue Eyes Crying In The Rain,MM-15205
Elvis Presley,Blue Hawaii,MM-12178
Elvis Presley,Blue Moon,MM-14468
Elvis Presley,Blue Suede Shoes,MM-10224
Elvis Presley,Blue Suede Shoes (Live),MM-13632
Elvis Presley,Blueberry Hill,MM-12795
Elvis Presley,Bosom Of Abraham (Where No One Stands Alone),MM-13912
Elvis Presley,Bossa Nova Baby,MM-12160
Elvis Presley,"Boy Like Me, A Girl Like You",MM-15211
Elvis Presley,Bridge Over Troubled Water (Live),MM-14495
Elvis Presley,Bringing It Back,MM-15834
Elvis Presley,Burning Love,MM-11038
Elvis Presley,By And By,MM-15613
Elvis Presley,Can't Help Falling In Love,MM-11035
Elvis Presley,Change Of Habit,MM-14718
Elvis Presley,Charro,MM-15594
Elvis Presley,"Cindy, Cindy",MM-14485
Elvis Presley,Clambake,MM-16087
Elvis Presley,Clean Up Your Own Back Yard,MM-11827
Elvis Presley,C'mon Everybody,MM-13648
Elvis Presley,Come What May,MM-16343
Elvis Presley,Crawfish,MM-15854
Elvis Presley,"Cross My Heart, Hope To Die",MM-14226
Elvis Presley,Crying In The Chapel,MM-11190
Elvis Presley,Danny Boy,MM-13365
Elvis Presley,Datin',MM-16088
Elvis Presley,Devil In Disguise,MM-11026
Elvis Presley,Didja' Ever,MM-14228
Elvis Presley,Dirty Dirty Feeling,MM-14940
Elvis Presley,Dixieland Rock,MM-13008
Elvis Presley,Do Not Disturb,MM-15226
Elvis Presley,Do You Know Who I Am,MM-15429
Elvis Presley,Doin' The Best I Can,MM-13013
Elvis Presley,Don't,MM-11324
Elvis Presley,Don't Ask Me Why,MM-13359
Elvis Presley,Don't Be Cruel,MM-10215
Elvis Presley,Don't Cry Daddy,MM-10212
Elvis Presley,Don't Leave Me Now,MM-11834
Elvis Presley,"Don't Think Twice, It's All Right",MM-15836
Elvis Presley,Don'tcha Think It's Time,MM-14470
Elvis Presley,Down In The Alley,MM-12325
Elvis Presley,Early Morning Rain (Live),MM-12614
Elvis Presley,"Easy Come, Easy Go",MM-16089
Elvis Presley,Echoes Of Love,MM-14934
Elvis Presley,Edge Of Reality,MM-13358
Elvis Presley,End Theme (Live),MM-12625
Elvis Presley,Faded Love,MM-14717
Elvis Presley,Fair Is Moving On,MM-16083
Elvis Presley,Fairytale,MM-14497
Elvis Presley,Fame And Fortune,MM-11843
Elvis Presley,Farther Along,MM-15612
Elvis Presley,Fever,MM-10214
Elvis Presley,Find Out What's Happenin',MM-15837
Elvis Presley,First In Line,MM-16070
Elvis Presley,First Noel,MM-13161
Elvis Presley,First Time Ever I Saw Your Face (Live),MM-15435
Elvis Presley,Flaming Star,MM-13356
Elvis Presley,Follow That Dream,MM-11826
Elvis Presley,Fool,MM-14944
Elvis Presley,Fool (Gather Around Buddy),MM-15835
Elvis Presley,Fool Such As I,MM-12794
Elvis Presley,Fools Fall In Love,MM-15219
Elvis Presley,For Ol' Time Sake,MM-14486
Elvis Presley,For Ol' Times Sake,MM-14486
Elvis Presley,For The Good Times,MM-12185
Elvis Presley,For The Heart (Live In Memphis),MM-14487
Elvis Presley,For The Millionth And Last Time,MM-14471
Elvis Presley,Forget Me Never,MM-15438
Elvis Presley,Fountain Of Love,MM-15228
Elvis Presley,Frankfort Special,MM-14221
Elvis Presley,Frankie And Johnny,MM-11831
Elvis Presley,From A Jack To A King,MM-12171
Elvis Presley,Fun In Acapulco,MM-13645
Elvis Presley,Funny How Time Slips Away,MM-12175
Elvis Presley,G.I. Blues,MM-11819
Elvis Presley,Gentle On My Mind,MM-15213
Elvis Presley,Girl Happy,MM-14222
Elvis Presley,Girl I Never Loved,MM-15591
Elvis Presley,Girl Next Door Went A Walking,MM-16071
Elvis Presley,Girl Of Mine,MM-15846
Elvis Presley,Girl Of My Best Friend,MM-13357
Elvis Presley,Girls! Girls! Girls,MM-14937
Elvis Presley,Give Me The Right,MM-12177
Elvis Presley,Golden Coins,MM-15592
Elvis Presley,Good Luck Charm,MM-12242
Elvis Presley,Good Rockin' Tonight,MM-12162
Elvis Presley,Good Time Charlie's Got The Blues,MM-14488
Elvis Presley,Got A Lot O' Livin' To Do,MM-12166
Elvis Presley,Got My Mojo Working,MM-12320
Elvis Presley,Green Green Grass Of Home,MM-14709
Elvis Presley,Guadalajara,MM-16090
Elvis Presley,Guitar Man,MM-12323
Elvis Presley,Happy Ending,MM-15862
Elvis Presley,Hard Headed Woman,MM-10213
Elvis Presley,Hard Knocks,MM-15601
Elvis Presley,Harem Holiday,MM-16091
Elvis Presley,Have I Told You Lately That I Love You,MM-13652
Elvis Presley,Hawaiian Sunset,MM-15599
Elvis Presley,Hawaiian Wedding Song (Live),MM-12620
Elvis Presley,Heart Of Rome,MM-15838
Elvis Presley,Heartbreak Hotel,MM-12161
Elvis Presley,Heartbreak Hotel (Live Madison Square Garden),MM-13005
Elvis Presley,He'll Have To Go,MM-15439
Elvis Presley,Help Me,MM-16341
Elvis Presley,Help Me Make It Through The Night (Live Jackson 77),MM-14494
Elvis Presley,Here Comes Santa Claus,MM-13155
Elvis Presley,Hey Jude,MM-15853
Elvis Presley,Hi-Heel Sneakers,MM-16072
Elvis Presley,His Latest Flame (Marie's The Name),MM-12235
Elvis Presley,Holly Leaves And Christmas Trees,MM-13152
Elvis Presley,Hound Dog,MM-10901
Elvis Presley,Hound Dog (Live),MM-12615
Elvis Presley,How Great Thou Art,MM-11189
Elvis Presley,How Great Thou Art (Live),MM-13909
Elvis Presley,How's The World Treating You,MM-15437
Elvis Presley,Hurt,MM-11320
Elvis Presley,Hurt (Live),MM-13905
Elvis Presley,I Beg Of You,MM-12167
Elvis Presley,I Believe,MM-11188
Elvis Presley,I Believe In The Man In The Sky,MM-13915
Elvis Presley,I Can Help,MM-15845
Elvis Presley,I Can't Stop Loving You,MM-13640
Elvis Presley,I Don't Want To Be Tied,MM-15589
Elvis Presley,I Feel So Bad,MM-12233
Elvis Presley,I Feel That I've Known You Forever,MM-14954
Elvis Presley,I Forgot To Remember To Forget,MM-12801
Elvis Presley,I Got A Feeling In My Body,MM-15839
Elvis Presley,I Got A Woman,MM-11844
Elvis Presley,I Got Lucky,MM-14227
Elvis Presley,I Got Stung,MM-12170
Elvis Presley,I Gotta Know,MM-11838
Elvis Presley,I Just Can't Help Believing,MM-12790
Elvis Presley,I Met Her Today,MM-16073
Elvis Presley,I Miss You,MM-15433
Elvis Presley,I Need Somebody To Lean On,MM-15855
Elvis Presley,I Need You So,MM-16074
Elvis Presley,I Need Your Love Tonight,MM-10222
Elvis Presley,I Need Your Love Tonight (Live),MM-16334
Elvis Presley,I Really Don't Want To Know,MM-12322
Elvis Presley,I Shall Not Be Moved,MM-15616
Elvis Presley,"I Slipped, I Stumbled, I Fell",MM-14935
Elvis Presley,I Want To Be Free,MM-16092
Elvis Presley,I Want You With Me,MM-12234
Elvis Presley,"I Want You, I Need You, I Love You",MM-12792
Elvis Presley,I Was The One,MM-11323
Elvis Presley,I Washed My Hands In Muddy Water,MM-13362
Elvis Presley,"I, John",MM-15614
Elvis Presley,If Every Day Was Like Christmas,MM-11604
Elvis Presley,If I Can Dream,MM-13656
Elvis Presley,If I Get Home On Christmas Day,MM-13157
Elvis Presley,If I'm A Fool (For Loving You),MM-15852
Elvis Presley,If That Isn't Love,MM-13919
Elvis Presley,If We Never Meet Again,MM-15609
Elvis Presley,If You Don't Come Back,MM-15856
Elvis Presley,If You Love Me (Let Me Know) (Live),MM-12621
Elvis Presley,If You Talk In Your Sleep,MM-12321
Elvis Presley,I'll Be Back,MM-13651
Elvis Presley,I'll Be Home For Christmas,MM-15863
Elvis Presley,I'll Be There,MM-15229
Elvis Presley,I'll Hold You In My Heart,MM-12331
Elvis Presley,I'll Never Fall In Love Again (Live),MM-12623
Elvis Presley,I'll Never Know,MM-15434
Elvis Presley,I'll Remember You,MM-11036
Elvis Presley,I'm Comin' Home,MM-16075
Elvis Presley,I'm Counting On You,MM-16330
Elvis Presley,I'm Falling In Love Tonight,MM-14946
Elvis Presley,I'm Gonna Sit Right Down And Cry,MM-16336
Elvis Presley,I'm Gonna Walk Dem Golden Stairs,MM-13921
Elvis Presley,I'm Leavin',MM-15848
Elvis Presley,"I'm Left, You're Right, She's Gone",MM-12168
Elvis Presley,I'm Not The Marrying Kind,MM-15859
Elvis Presley,I'm So Lonesome I Could Cry,MM-13367
Elvis Presley,I'm Yours,MM-13649
Elvis Presley,Impossible Dream,MM-13639
Elvis Presley,In My Father's House,MM-11191
Elvis Presley,In The Ghetto,MM-13366
Elvis Presley,In Your Arms,MM-16076
Elvis Presley,Indescribably Blue,MM-13643
Elvis Presley,Inherit The Wind (Live),MM-14489
Elvis Presley,Is It So Strange,MM-14947
Elvis Presley,Island Of Love,MM-15225
Elvis Presley,It Ain't No Big Thing,MM-15847
Elvis Presley,It Feels So Right,MM-12237
Elvis Presley,It Hurts Me,MM-12179
Elvis Presley,It Keeps Right On A-Hurtin',MM-11833
Elvis Presley,It Won't Seem Like Christmas Without You,MM-13156
Elvis Presley,"It's A Long, Lonely Highway",MM-15230
Elvis Presley,It's A Matter Of Time,MM-15844
Elvis Presley,It's Easy For You,MM-15436
Elvis Presley,It's Impossible,MM-13630
Elvis Presley,It's Midnight,MM-14496
Elvis Presley,It's Now Or Never,MM-12183
Elvis Presley,It's Only Love,MM-13647
Elvis Presley,It's Over,MM-11832
Elvis Presley,It's Still Here,MM-14951
Elvis Presley,"It's Your Baby, You Rock It",MM-14713
Elvis Presley,I've Got A Thing About You Baby,MM-14721
Elvis Presley,I've Got Confidence,MM-13923
Elvis Presley,I've Lost You (Live),MM-13903
Elvis Presley,Jailhouse Rock,MM-11327
Elvis Presley,Jailhouse Rock (Concert Version),MM-13016
Elvis Presley,Johnny B. Goode ('69 Concert),MM-13901
Elvis Presley,Joshua Fit The Battle,MM-13924
Elvis Presley,Judy,MM-16077
Elvis Presley,Just A Little Bit,MM-14932
Elvis Presley,Just Because,MM-16335
Elvis Presley,Just Call Me Lonesome,MM-15224
Elvis Presley,Just Pretend,MM-13010
Elvis Presley,Just Tell Her Jim Said Hello,MM-13007
Elvis Presley,Kentucky Rain,MM-11836
Elvis Presley,King Creole,MM-12159
Elvis Presley,King Is Gone (Roddy McDowell),MM-13895
Elvis Presley,King Of The Whole Wide World,MM-11825
Elvis Presley,Kismet,MM-14931
Elvis Presley,Kiss Me Quick,MM-12241
Elvis Presley,Kissin' Cousins,MM-12791
Elvis Presley,Ku-U-I-Po,MM-13633
Elvis Presley,Last Farewell,MM-13642
Elvis Presley,Lawdy Miss Clawdy,MM-12165
Elvis Presley,Lawdy Miss Clawdy ('68 Comeback Special),MM-14480
Elvis Presley,Lawdy Miss Clawdy (70's Concert),MM-13897
Elvis Presley,"Lead Me, Guide Me",MM-11192
Elvis Presley,Let It Be Me (Live),MM-12624
Elvis Presley,Let Me Be There,MM-13003
Elvis Presley,Let Us Pray,MM-13914
Elvis Presley,Let Yourself Go,MM-11824
Elvis Presley,Life,MM-16339
Elvis Presley,Like A Baby,MM-12240
Elvis Presley,Little Bit Of Green,MM-13653
Elvis Presley,Little Darlin' (Live),MM-16333
Elvis Presley,Little Egypt,MM-13360
Elvis Presley,Little Less Conversation,MM-14230
Elvis Presley,Little Sister,MM-10217
Elvis Presley,Little Sister (Live),MM-12619
Elvis Presley,Lonely Man,MM-14220
Elvis Presley,Lonesome Cowboy,MM-12800
Elvis Presley,Long Black Limousine,MM-12328
Elvis Presley,Long Legged Girl,MM-11828
