ARTIST,SONG TITLE,DISC CODE
4 Non Blondes,What's Up,LEGENDS-0001
5ive,Everybody Get Up,LEGENDS-0002
5ive,If Ya Gettin' Down,LEGENDS-0003
5ive,Keep On Movin',LEGENDS-0004
5ive & Queen,We Will Rock You,LEGENDS-0005
5th Dimension,"Aquarius, Let The Sun Shine In",LEGENDS-0006
5th Dimension,Go Where You Wanna Go,LEGENDS-0007
5th Dimension,Last Night I Didn't Get To Sleep At All,LEGENDS-0008
5th Dimension,Never My Love,LEGENDS-0009
5th Dimension,One Less Bell To Answer,LEGENDS-0010
5th Dimension,Stoned Soul Picnic,LEGENDS-0011
5th Dimension,Up Up And Away,LEGENDS-0012
5th Dimension,Wedding Bell Blues,LEGENDS-0013
ABBA,Chiquitita,LEGENDS-0014
ABBA,Dancing Queen (V1),LEGENDS-0015
ABBA,Dancing Queen (V2),LEGENDS-0016
ABBA,Does Your Mother Know,LEGENDS-0017
ABBA,Fernando,LEGENDS-0018
ABBA,Gimme Gimme Gimme,LEGENDS-0019
ABBA,Honey Honey,LEGENDS-0020
ABBA,I Do I Do I Do I Do I Do,LEGENDS-0021
ABBA,Knowing Me Knowing You,LEGENDS-0022
ABBA,Lay All Your Love On Me,LEGENDS-0023
ABBA,Mamma Mia,LEGENDS-0024
ABBA,Money Money Money,LEGENDS-0025
ABBA,Ring Ring,LEGENDS-0026
ABBA,SOS,LEGENDS-0027
ABBA,Super Trouper,LEGENDS-0028
ABBA,Take A Chance On Me,LEGENDS-0029
ABBA,Voulez Vous,LEGENDS-0030
ABBA,Waterloo,LEGENDS-0031
ABBA,Winner Takes It All,LEGENDS-0032
AC-DC,Back In Black,LEGENDS-0033
AC-DC,Big Gun,LEGENDS-0034
AC-DC,Dirty Deeds Done Dirt Cheap,LEGENDS-0035
AC-DC,For Those About To Rock,LEGENDS-0036
AC-DC,Girls Got Rhythm,LEGENDS-0037
AC-DC,Hells Bells,LEGENDS-0038
AC-DC,High Voltage,LEGENDS-0039
AC-DC,Highway To Hell,LEGENDS-0040
AC-DC,Jailbreak,LEGENDS-0041
AC-DC,Moneytalks,LEGENDS-0042
AC-DC,Shoot To Thrill,LEGENDS-0043
AC-DC,Stiff Upper Lip,LEGENDS-0044
AC-DC,Thunderstruck,LEGENDS-0045
AC-DC,Who Made Who,LEGENDS-0046
AC-DC,Whole Lotta Rosie,LEGENDS-0047
AC-DC,You Shook Me All Night Long,LEGENDS-0048
Ace,How Long,LEGENDS-0049
Ace Of Base,All That She Wants,LEGENDS-0050
Adam Sandler,Ode To My Car,LEGENDS-0051
Aerosmith,Angel,LEGENDS-0052
Aerosmith,Back In The Saddle,LEGENDS-0053
Aerosmith,Crazy,LEGENDS-0054
Aerosmith,Cryin',LEGENDS-0055
Aerosmith,Dream On,LEGENDS-0056
Aerosmith,Dude (Looks Like A Lady),LEGENDS-0057
Aerosmith,I Don't Want To Miss A Thing,LEGENDS-0058
Aerosmith,Jaded,LEGENDS-0059
Aerosmith,Janie's Got A Gun,LEGENDS-0060
Aerosmith,Livin' On The Edge,LEGENDS-0061
Aerosmith,Love In An Elevator,LEGENDS-0062
Aerosmith,Other Side,LEGENDS-0063
Aerosmith,Rag Doll,LEGENDS-0064
Aerosmith,Same Old Song And Dance,LEGENDS-0065
Aerosmith,Sweet Emotion,LEGENDS-0066
Aerosmith,Walk This Way,LEGENDS-0067
Aerosmith,What It Takes,LEGENDS-0068
Aerosmith & Run D.M.C. (Solo),Walk This Way,LEGENDS-0069
Air Supply,All Out Of Love,LEGENDS-0070
Air Supply,Even The Nights Are Better,LEGENDS-0071
Air Supply,Every Woman In The World,LEGENDS-0072
Air Supply,Here I Am (Just When I Thought I Was Over You),LEGENDS-0073
Air Supply,Lost In Love,LEGENDS-0074
Air Supply,Making Love Out Of Nothing At All,LEGENDS-0075
Air Supply,One That You Love,LEGENDS-0076
Air Supply,Sweet Dreams,LEGENDS-0077
Air Supply,Two Less Lonely People In The World,LEGENDS-0078
Al Green,Call Me (Come Back Home),LEGENDS-0079
Al Green,Here I Am (Come And Take Me),LEGENDS-0080
Al Green,How Can You Mend A Broken Heart,LEGENDS-0081
Al Green,I'm Still In Love With You,LEGENDS-0082
Al Green,Let's Stay Together,LEGENDS-0083
Al Green,Look What You Done For Me,LEGENDS-0084
Al Green,L-O-V-E,LEGENDS-0085
Al Green,Sha La La (Make Me Happy),LEGENDS-0086
Al Green,You Ought To Be With Me,LEGENDS-0087
Al Jarreau,We're In This Love Together,LEGENDS-0088
Al Jolson,After You've Gone,LEGENDS-0089
Al Jolson,April Showers,LEGENDS-0090
Al Jolson,California Here I Come,LEGENDS-0091
Al Jolson,I'm Sitting On Top Of The World,LEGENDS-0092
Al Jolson,My Mammy,LEGENDS-0093
Al Jolson,Rock-A-Bye Your Baby With A Dixie Melody,LEGENDS-0094
Al Jolson,Swanee,LEGENDS-0095
Al Jolson,"Toot, Toot, Tootsie (Goodbye)",LEGENDS-0096
Al Martino,Daddy's Little Girl,LEGENDS-0097
Al Martino,Mary In The Morning,LEGENDS-0098
Al Martino,More Than The Eyes Can See,LEGENDS-0099
Al Martino,My Foolish Heart,LEGENDS-0100
Al Martino,Spanish Eyes (V1),LEGENDS-0101
Al Martino,Spanish Eyes (V2),LEGENDS-0102
Al Martino,Wanted,LEGENDS-0103
Al Wilson,Show And Tell,LEGENDS-0104
Alan Jackson & George Strait (Solo),Designated Drinker,LEGENDS-0105
Alanis Morissette,Hand In My Pocket (V1),LEGENDS-0106
Alanis Morissette,Hand In My Pocket (V2),LEGENDS-0107
Alanis Morissette,Head Over Feet,LEGENDS-0108
Alanis Morissette,Ironic (V1),LEGENDS-0109
Alanis Morissette,Ironic (V2),LEGENDS-0110
Alanis Morissette,Ironic (V3),LEGENDS-0111
Alanis Morissette,Thank U,LEGENDS-0112
Alanis Morissette,Uninvited,LEGENDS-0113
Alanis Morissette,You Oughta Know,LEGENDS-0114
Alannah Myles,Black Velvet,LEGENDS-0115
Albert King,Born Under A Bad Sign,LEGENDS-0116
Alice Cooper,School's Out,LEGENDS-0117
Alice Deejay,Better Off Alone (Dance Remix),LEGENDS-0118
Alicia Bridges,I Love The Nightlife (Disco 'Round),LEGENDS-0119
Alicia Keys,Butterflyz,LEGENDS-0120
Alicia Keys,Fallin',LEGENDS-0121
Alicia Keys,Girlfriend,LEGENDS-0122
Alicia Keys,How Come You Don't Call Me,LEGENDS-0123
Alicia Keys,If I Ain't Got You,LEGENDS-0124
Alicia Keys,Karma,LEGENDS-0125
Alicia Keys,Loving You,LEGENDS-0126
Alicia Keys,Piano & I,LEGENDS-0127
Alicia Keys,Woman's Worth,LEGENDS-0128
Alicia Keys,You Don't Know My Name,LEGENDS-0129
Alicia Keys & Tony! Toni! Tone!,Diary,LEGENDS-0130
All Saints,Never Ever (V1),LEGENDS-0131
All Saints,Never Ever (V2),LEGENDS-0132
All Saints,Pure Shores,LEGENDS-0133
All Saints,Under The Bridge,LEGENDS-0134
Allan Sherman,"Hello Muddah, Hello Fadduh (A Letter From Camp)",LEGENDS-0135
Allman Brothers Band,Hoochie Coochie Man,LEGENDS-0136
Allman Brothers Band,Melissa,LEGENDS-0137
Allman Brothers Band,Midnight Rider,LEGENDS-0138
Allman Brothers Band,One Way Out,LEGENDS-0139
Allman Brothers Band,Ramblin' Man,LEGENDS-0140
Amber,This Is Your Night (Dance Remix),LEGENDS-0141
America,Horse With No Name,LEGENDS-0142
America,I Need You,LEGENDS-0143
America,Lonely People,LEGENDS-0144
America,Sandman,LEGENDS-0145
America,Sister Golden Hair,LEGENDS-0146
America,Tin Man,LEGENDS-0147
America,Ventura Highway,LEGENDS-0148
America,You Can Do Magic,LEGENDS-0149
Amii Stewart,Knock On Wood,LEGENDS-0150
Amy Grant,Baby Baby,LEGENDS-0151
Andy Kim,Rock Me Gently,LEGENDS-0152
Andy Williams,Almost There,LEGENDS-0153
Andy Williams,Born Free,LEGENDS-0154
Andy Williams,Days Of Wine And Roses,LEGENDS-0155
Andy Williams,Exodus Song (This Land Is Mine),LEGENDS-0156
Andy Williams,Moon River (V1),LEGENDS-0157
Andy Williams,Moon River (V2),LEGENDS-0158
Andy Williams,More (Theme From Mondo Cane),LEGENDS-0159
Andy Williams,Red Roses For A Blue Lady,LEGENDS-0160
Andy Williams,Somewhere My Love (Lara's Theme),LEGENDS-0161
Andy Williams,Where Do I Begin,LEGENDS-0162
Animals,Don't Bring Me Down,LEGENDS-0163
Animals,Don't Let Me Be Misunderstood,LEGENDS-0164
Animals,House Of The Rising Sun (V1),LEGENDS-0165
Animals,House Of The Rising Sun (V2),LEGENDS-0166
Animals,It's My Life,LEGENDS-0167
Animals,We Gotta Get Out Of This Place,LEGENDS-0168
Anita Baker,Body And Soul,LEGENDS-0169
Anita Baker,Caught Up In The Rapture (V1),LEGENDS-0170
Anita Baker,Caught Up In The Rapture (V2),LEGENDS-0171
Anita Baker,Fairy Tales,LEGENDS-0172
Anita Baker,Giving You The Best That I Got,LEGENDS-0173
Anita Baker,I Apologize,LEGENDS-0174
Anita Baker,Just Because,LEGENDS-0175
Anita Baker,No One In The World,LEGENDS-0176
Anita Baker,Same Ole Love,LEGENDS-0177
Anita Baker,Soul Inspiration,LEGENDS-0178
Anita Baker,Sweet Love (V1),LEGENDS-0179
Anita Baker,Sweet Love (V2),LEGENDS-0180
Anita Ward,Ring My Bell (V1),LEGENDS-0181
Anita Ward,Ring My Bell (V2),LEGENDS-0182
Ann Wilson & Mike Reno (Duet),Almost Paradise (Footloose),LEGENDS-0183
Annie Lennox,Little Bird,LEGENDS-0184
Annie Lennox,No More 'I Love You's',LEGENDS-0185
Annie Lennox,Walking On Broken Glass,LEGENDS-0186
Annie Lennox,Whiter Shade Of Pale,LEGENDS-0187
Annie Lennox,Why,LEGENDS-0188
Annie Lennox,Wonderful Tonight,LEGENDS-0189
Annie Lennox & Al Green (Solo),Put A Little Love In Your Heart,LEGENDS-0190
Anthony Newley,Candy Man,LEGENDS-0191
Anthony Newley,Gonna Build A Mountain,LEGENDS-0192
Anthony Newley,Good Old Bad Old Days,LEGENDS-0193
Anthony Newley,It Isn't Enough,LEGENDS-0194
Anthony Newley,Joker,LEGENDS-0195
Anthony Newley,My Way,LEGENDS-0196
Anthony Newley,Nothing Can Stop Me Now,LEGENDS-0197
Anthony Newley,Once In A Lifetime,LEGENDS-0198
Anthony Newley,Talk To The Animals,LEGENDS-0199
Anthony Newley,This Time The Dream's On Me,LEGENDS-0200
Anthony Newley,What Kind Of Fool Am I,LEGENDS-0201
Anthony Newley,Who Can I Turn To,LEGENDS-0202
Aqua (Duet),Barbie Girl (V1),LEGENDS-0203
Aqua (Duet),Barbie Girl (V2),LEGENDS-0204
Archies,"Sugar, Sugar",LEGENDS-0205
Aretha Franklin,Amazing Grace,LEGENDS-0206
Aretha Franklin,Chain Of Fools,LEGENDS-0207
Aretha Franklin,Deeper Love,LEGENDS-0208
Aretha Franklin,Freeway Of Love,LEGENDS-0209
Aretha Franklin,House That Jack Built,LEGENDS-0210
Aretha Franklin,I Don't Want To Know,LEGENDS-0211
Aretha Franklin,I Never Loved A Man (The Way I Love You),LEGENDS-0212
Aretha Franklin,I Say A Little Prayer,LEGENDS-0213
Aretha Franklin,Natural Woman,LEGENDS-0214
Aretha Franklin,Respect,LEGENDS-0215
Aretha Franklin,Rock Steady,LEGENDS-0216
Aretha Franklin,Rose Is Still A Rose,LEGENDS-0217
Aretha Franklin,Think,LEGENDS-0218
Aretha Franklin,Until You Come Back To Me,LEGENDS-0219
Aretha Franklin,Willing To Forgive,LEGENDS-0220
Aretha Franklin & George Michael (Duet),I Knew You Were Waiting For Me,LEGENDS-0221
Arlo Guthrie,City Of New Orleans,LEGENDS-0222
Arlo Guthrie,Coming Into Los Angeles,LEGENDS-0223
Arrow,Hot Hot Hot,LEGENDS-0224
Art Garfunkel,Bright Eyes,LEGENDS-0225
Art Garfunkel,I Only Have Eyes For You,LEGENDS-0226
Art Garfunkel,Since I Don't Have You,LEGENDS-0227
Art Garfunkel & James Taylor & Paul Simon,What A Wonderful World,LEGENDS-0228
Ashford & Simpson (Solo),Solid,LEGENDS-0229
Association,Along Comes Mary,LEGENDS-0230
Association,Cherish,LEGENDS-0231
Association,Everything That Touches You,LEGENDS-0232
Association,Never My Love,LEGENDS-0233
Association,Windy,LEGENDS-0234
Atlantic Starr (Duet),Always,LEGENDS-0235
Average White Band,Let's Go Round Again,LEGENDS-0236
B.B. King,Is You Is Or Is You Ain't My Baby,LEGENDS-0237
B.B. King,Rock Me Baby,LEGENDS-0238
B.B. King,Thrill Is Gone,LEGENDS-0239
B.J. Thomas,Another Somebody Done Somebody Wrong Song,LEGENDS-0240
B.J. Thomas,Eyes Of A New York Woman,LEGENDS-0241
B.J. Thomas,Hooked On A Feeling,LEGENDS-0242
B.J. Thomas,I Just Can't Help Believing,LEGENDS-0243
B.J. Thomas,I'm So Lonesome I Could Cry,LEGENDS-0244
B.J. Thomas,Mama,LEGENDS-0245
B.J. Thomas,Raindrops Keep Falling On My Head,LEGENDS-0246
B.J. Thomas,Rock And Roll Lullaby,LEGENDS-0247
B-52's (Duet),Love Shack,LEGENDS-0248
B-52's (Solo),Love Shack,LEGENDS-0249
Bach Gounod,Ave Maria (Instrumental),LEGENDS-0250
Bachman-Turner Overdrive,Let It Ride,LEGENDS-0251
Bachman-Turner Overdrive,Roll On Down The Highway,LEGENDS-0252
Bachman-Turner Overdrive,Takin' Care Of Business,LEGENDS-0253
Bachman-Turner Overdrive,You Ain't Seen Nothing Yet,LEGENDS-0254
Backstreet Boys,All I Have To Give,LEGENDS-0255
Backstreet Boys,Anywhere For You,LEGENDS-0256
Backstreet Boys,As Long As You Love Me,LEGENDS-0257
Backstreet Boys,Everybody (Backstreet's Back) (V1),LEGENDS-0258
Backstreet Boys,Everybody (Backstreet's Back) (V3),LEGENDS-0259
Backstreet Boys,I Want It That Way (V1),LEGENDS-0260
Backstreet Boys,I Want It That Way (V2),LEGENDS-0261
Backstreet Boys,I'll Never Break Your Heart,LEGENDS-0262
Backstreet Boys,Larger Than Life,LEGENDS-0263
Backstreet Boys,One,LEGENDS-0264
Backstreet Boys,Quit Playing Games (With My Heart) (V1),LEGENDS-0265
Backstreet Boys,Quit Playing Games (With My Heart) (V2),LEGENDS-0266
Backstreet Boys,Shape Of My Heart,LEGENDS-0267
Backstreet Boys,Show Me The Meaning Of Being Lonely (V1),LEGENDS-0268
Backstreet Boys,Show Me The Meaning Of Being Lonely (V2),LEGENDS-0269
Backstreet Boys,That's The Way I Like It,LEGENDS-0270
Backstreet Boys,We've Got It Goin' On,LEGENDS-0271
Backstreet Boys & Smooth T. (Solo),Get Down (You're The One For Me),LEGENDS-0272
Bad Company,Bad Company,LEGENDS-0273
Bad Company,Can't Get Enough Of Your Love,LEGENDS-0274
Bad Company,Feel Like Makin' Love,LEGENDS-0275
Bad Company,One Night,LEGENDS-0276
Bad Company,Ready For Love,LEGENDS-0277
Bad Company,Rock 'n' Roll Fantasy,LEGENDS-0278
Bad Company,Rock Steady,LEGENDS-0279
Bad Company,Shooting Star,LEGENDS-0280
Badfinger,Baby Blue,LEGENDS-0281
Badfinger,Come And Get It,LEGENDS-0282
Badfinger,Day After Day,LEGENDS-0283
Badfinger,No Matter What,LEGENDS-0284
Baha Men,Who Let The Dogs Out,LEGENDS-0285
Bangles,Eternal Flame,LEGENDS-0286
Bangles,Hazy Shade Of Winter,LEGENDS-0287
Bangles,In Your Room,LEGENDS-0288
Bangles,Manic Monday,LEGENDS-0289
Bangles,Walk Like An Egyptian,LEGENDS-0290
Barbara Mandrell,I Was Country When Country Wasn't Cool,LEGENDS-0291
Barbara Mason,Yes I'm Ready,LEGENDS-0292
Barbra Streisand,Comin' In And Out Of Your Life,LEGENDS-0293
Barbra Streisand,Evergreen (V1),LEGENDS-0294
Barbra Streisand,Evergreen (V2),LEGENDS-0295
Barbra Streisand,He Touched Me,LEGENDS-0296
Barbra Streisand,Kiss Me In The Rain,LEGENDS-0297
Barbra Streisand,Main Event-Fight,LEGENDS-0298
Barbra Streisand,Memory,LEGENDS-0299
Barbra Streisand,My Heart Belongs To Me,LEGENDS-0300
Barbra Streisand,"Papa, Can You Hear Me (Movie Yentl)",LEGENDS-0301
Barbra Streisand,People,LEGENDS-0302
Barbra Streisand,"Sam, You Made The Pants Too Long",LEGENDS-0303
Barbra Streisand,Second Hand Rose,LEGENDS-0304
Barbra Streisand,Somewhere,LEGENDS-0305
Barbra Streisand,Way He Makes Me Feel,LEGENDS-0306
Barbra Streisand,Way We Were,LEGENDS-0307
Barbra Streisand,Woman In Love (V1),LEGENDS-0308
Barbra Streisand,Woman In Love (V2),LEGENDS-0309
Barbra Streisand & Barry Gibb (Duet),Guilty,LEGENDS-0310
Barbra Streisand & Bryan Adams (Duet),I Finally Found Someone,LEGENDS-0311
Barbra Streisand & Celine Dion (Duet),Tell Him,LEGENDS-0312
Barbra Streisand & Don Johnson (Duet),Till I Loved You,LEGENDS-0313
Barbra Streisand & Donna Summer (Duet),No More Tears (V1),LEGENDS-0314
Barbra Streisand & Donna Summer (Duet),No More Tears (V2),LEGENDS-0315
Barrett Strong,Money (That's What I Want),LEGENDS-0316
Barry Manilow,Ave Maria,LEGENDS-0317
Barry Manilow,Brooklyn Blues,LEGENDS-0318
Barry Manilow,Can't Smile Without You,LEGENDS-0319
Barry Manilow,Copacabana (V1),LEGENDS-0320
Barry Manilow,Copacabana (V3),LEGENDS-0321
Barry Manilow,Could It Be Magic,LEGENDS-0322
Barry Manilow,Daybreak,LEGENDS-0323
Barry Manilow,Even Now,LEGENDS-0324
Barry Manilow,Give My Regards To Broadway,LEGENDS-0325
Barry Manilow,I Don't Want To Walk Without You,LEGENDS-0326
Barry Manilow,I Write The Songs,LEGENDS-0327
Barry Manilow,It's A Miracle,LEGENDS-0328
Barry Manilow,Looks Like We Made It,LEGENDS-0329
Barry Manilow,Made It Through The Rain,LEGENDS-0330
Barry Manilow,Mandy (V1),LEGENDS-0331
Barry Manilow,Mandy (V2),LEGENDS-0332
Barry Manilow,Memory,LEGENDS-0333
Barry Manilow,Old Songs,LEGENDS-0334
Barry Manilow,Ships,LEGENDS-0335
Barry Manilow,Somewhere In The Night,LEGENDS-0336
Barry Manilow,This One's For You,LEGENDS-0337
Barry Manilow,Tryin' To Get The Feeling Again,LEGENDS-0338
Barry Manilow,Weekend In New England,LEGENDS-0339
Barry White,Can't Get Enough Of Your Love,LEGENDS-0340
Barry White,Come On,LEGENDS-0341
Barry White,"I'm Gonna Love You Just A Little More, Baby",LEGENDS-0342
Barry White,It's Ecstasy When You Lay Down Next To Me,LEGENDS-0343
Barry White,Never Gonna Give You Up,LEGENDS-0344
Barry White,Practice What You Preach,LEGENDS-0345
Barry White,You See The Trouble With Me,LEGENDS-0346
Barry White,"You're The First, The Last, My Everything",LEGENDS-0347
Beach Boys,Barbara Ann,LEGENDS-0348
Beach Boys,Be True To Your School,LEGENDS-0349
Beach Boys,California Girls,LEGENDS-0350
Beach Boys,Do You Wanna Dance,LEGENDS-0351
Beach Boys,"Fun, Fun, Fun",LEGENDS-0352
Beach Boys,Good Vibrations,LEGENDS-0353
Beach Boys,Help Me Rhonda,LEGENDS-0354
Beach Boys,I Get Around,LEGENDS-0355
Beach Boys,Kokomo,LEGENDS-0356
Beach Boys,Rock And Roll Music,LEGENDS-0357
Beach Boys,Sloop John B,LEGENDS-0358
Beach Boys,Surfer Girl,LEGENDS-0359
Beach Boys,Surfin' Safari,LEGENDS-0360
Beach Boys,Surfin' USA (V1),LEGENDS-0361
Beach Boys,Surfin' USA (V2),LEGENDS-0362
Beach Boys,When I Grow Up To Be A Man,LEGENDS-0363
Beach Boys,Wouldn't It Be Nice,LEGENDS-0364
Beatles,All My Loving,LEGENDS-0365
Beatles,All You Need Is Love,LEGENDS-0366
Beatles,And I Love Her,LEGENDS-0367
Beatles,Ballad Of John & Yoko,LEGENDS-0368
Beatles,Birthday,LEGENDS-0369
Beatles,Can't Buy Me Love,LEGENDS-0370
Beatles,Come Together,LEGENDS-0371
Beatles,Do You Want To Know A Secret,LEGENDS-0372
Beatles,Eight Days A Week (V1),LEGENDS-0373
Beatles,Eight Days A Week (V2),LEGENDS-0374
Beatles,Fool On The Hill,LEGENDS-0375
Beatles,Hello Goodbye,LEGENDS-0376
Beatles,Help,LEGENDS-0377
Beatles,Here Comes The Sun,LEGENDS-0378
Beatles,"Here, There And Everywhere",LEGENDS-0379
Beatles,Hey Jude,LEGENDS-0380
Beatles,I Feel Fine,LEGENDS-0381
Beatles,I Saw Her Standing There (V1),LEGENDS-0382
Beatles,I Saw Her Standing There (V2),LEGENDS-0383
Beatles,I Should Have Known Better,LEGENDS-0384
Beatles,I Want To Hold Your Hand,LEGENDS-0385
Beatles,If I Fell,LEGENDS-0386
Beatles,Lady Madonna,LEGENDS-0387
Beatles,Let It Be,LEGENDS-0388
Beatles,Long And Winding Road,LEGENDS-0389
Beatles,Love Me Do,LEGENDS-0390
Beatles,Michelle,LEGENDS-0391
Beatles,Nowhere Man,LEGENDS-0392
Beatles,Oh Darling,LEGENDS-0393
Beatles,Penny Lane,LEGENDS-0394
Beatles,Please Please Me,LEGENDS-0395
Beatles,PS I Love You,LEGENDS-0396
Beatles,Revolution,LEGENDS-0397
Beatles,Run For Your Life,LEGENDS-0398
Beatles,She Loves You (V1),LEGENDS-0399
Beatles,She Loves You (V2),LEGENDS-0400
Beatles,Something,LEGENDS-0401
Beatles,Ticket To Ride (V1),LEGENDS-0402
Beatles,Ticket To Ride (V2),LEGENDS-0403
Beatles,Twist & Shout (V1),LEGENDS-0404
Beatles,Twist & Shout (V2),LEGENDS-0405
Beatles,We Can Work It Out,LEGENDS-0406
Beatles,With A Little Help From My Friends,LEGENDS-0407
Beatles,Yellow Submarine,LEGENDS-0408
Beatles,Yesterday (V1),LEGENDS-0409
Beatles,Yesterday (V2),LEGENDS-0410
Beautiful South,Don't Marry Her,LEGENDS-0411
Beautiful South,Rotterdam,LEGENDS-0412
Beautiful South,Song For Whoever,LEGENDS-0413
Bee Gees,Holiday,LEGENDS-0414
Bee Gees,How Can You Mend A Broken Heart,LEGENDS-0415
Bee Gees,How Deep Is Your Love (V1),LEGENDS-0416
Bee Gees,How Deep Is Your Love (V2),LEGENDS-0417
Bee Gees,I Started A Joke,LEGENDS-0418
Bee Gees,Islands In The Stream,LEGENDS-0419
Bee Gees,I've Gotta Get A Message To You,LEGENDS-0420
Bee Gees,Jive Talkin' (V1),LEGENDS-0421
Bee Gees,Jive Talkin' (V2),LEGENDS-0422
Bee Gees,Lonely Days,LEGENDS-0423
Bee Gees,Love So Right,LEGENDS-0424
Bee Gees,More Than A Woman,LEGENDS-0425
Bee Gees,Night Fever,LEGENDS-0426
Bee Gees,Nights On Broadway,LEGENDS-0427
Bee Gees,Stayin' Alive (V1),LEGENDS-0428
Bee Gees,Stayin' Alive (V2),LEGENDS-0429
Bee Gees,To Love Somebody,LEGENDS-0430
Bee Gees,Too Much Heaven,LEGENDS-0431
Bee Gees,Tragedy,LEGENDS-0432
Bee Gees,Words,LEGENDS-0433
Bee Gees,You Should Be Dancing,LEGENDS-0434
Belinda Carlisle,Circle In The Sand,LEGENDS-0435
Belinda Carlisle,Heaven Is A Place On Earth,LEGENDS-0436
Belinda Carlisle,I Get Weak,LEGENDS-0437
Belinda Carlisle,Mad About You,LEGENDS-0438
Bellamy Brothers,If I Said You Had A Beautiful Body,LEGENDS-0439
Berlin,Take My Breath Away,LEGENDS-0440
Bette Midler,Boogie Woogie Bugle Boy,LEGENDS-0441
Bette Midler,From A Distance,LEGENDS-0442
Bette Midler,Glory Of Love,LEGENDS-0443
Bette Midler,Rose (V1),LEGENDS-0444
Bette Midler,Rose (V2),LEGENDS-0445
Bette Midler,Under The Boardwalk,LEGENDS-0446
Bette Midler,Wind Beneath My Wings (V1),LEGENDS-0447
Bette Midler,Wind Beneath My Wings (V2),LEGENDS-0448
Beverley Craven,Promise Me,LEGENDS-0449
Beyonce,Naughty Girl,LEGENDS-0450
Beyonce,Work It Out,LEGENDS-0451
Beyonce & Jay-Z (Duet),Crazy In Love,LEGENDS-0452
Beyonce & Luther Vandross (Duet),Closer I Get To You,LEGENDS-0453
Beyonce & Sean Paul (Duet),Baby Boy,LEGENDS-0454
Big Bopper,Chantilly Lace (V1),LEGENDS-0455
Big Bopper,Chantilly Lace (V2),LEGENDS-0456
Big Mountain,Baby I Love Your Way,LEGENDS-0457
Bill Haley & His Comets,Rock Around The Clock (V1),LEGENDS-0458
Bill Haley & His Comets,Rock Around The Clock (V2),LEGENDS-0459
Bill Medley & Jennifer Warnes (Duet),(I've Had) The Time Of My Life (V1),LEGENDS-0460
Bill Medley & Jennifer Warnes (Duet),(I've Had) The Time Of My Life (V2),LEGENDS-0461
Bill Medley & Jennifer Warnes (Duet),(I've Had) The Time Of My Life (V3),LEGENDS-0462
Bill Medley & Jennifer Warnes (Duet),(I've Had) The Time Of My Life (V4),LEGENDS-0463
Bill Withers,Ain't No Sunshine,LEGENDS-0464
Bill Withers,Just The Two Of Us,LEGENDS-0465
Bill Withers,Lean On Me (V1),LEGENDS-0466
Bill Withers,Lean On Me (V2),LEGENDS-0467
Bill Withers,Lean On Me (V3),LEGENDS-0468
Bill Withers,Lovely Day,LEGENDS-0469
Bill Withers,Use Me,LEGENDS-0470
Billie Holiday,Crazy He Calls Me,LEGENDS-0471
Billie Holiday,Don't Explain,LEGENDS-0472
Billie Holiday,God Bless The Child,LEGENDS-0473
Billie Holiday,Good Morning Heartache,LEGENDS-0474
Billie Holiday,My Man,LEGENDS-0475
Billie Holiday,Strange Fruit,LEGENDS-0476
Billie Holiday,Them There Eyes,LEGENDS-0477
Billie Holiday,You've Changed,LEGENDS-0478
Billie Jo Spears,What I've Got In Mind,LEGENDS-0479
Billie Myers,Kiss The Rain,LEGENDS-0480
Billie Piper,Because We Want To,LEGENDS-0481
Billie Piper,Day & Night,LEGENDS-0482
Billy Eckstine,Tenderly,LEGENDS-0483
Billy Fury,Because Of Love,LEGENDS-0484
Billy Fury,Colette,LEGENDS-0485
Billy Fury,Do You Really Love Me Too,LEGENDS-0486
Billy Fury,Halfway To Paradise,LEGENDS-0487
Billy Fury,I Will,LEGENDS-0488
Billy Fury,I'd Never Find Another You,LEGENDS-0489
Billy Fury,I'm Lost Without You,LEGENDS-0490
Billy Fury,In Summer,LEGENDS-0491
Billy Fury,In Thoughts Of You,LEGENDS-0492
Billy Fury,Jealousy,LEGENDS-0493
Billy Fury,Last Night Was Made For Love,LEGENDS-0494
Billy Fury,Like I've Never Been Gone,LEGENDS-0495
Billy Fury,Maybe Tomorrow,LEGENDS-0496
Billy Fury,Once Upon A Dream,LEGENDS-0497
Billy Fury,Somebody Else's Girl,LEGENDS-0498
Billy Fury,That's Love,LEGENDS-0499
Billy Fury,Thousand Stars,LEGENDS-0500
Billy Fury,When Will You Say I Love You,LEGENDS-0501
Billy Idol,Cradle Of Love,LEGENDS-0502
Billy Idol,Dancing With Myself,LEGENDS-0503
Billy Idol,Eyes Without A Face,LEGENDS-0504
Billy Idol,Flesh For Fantasy,LEGENDS-0505
Billy Idol,Hot In The City,LEGENDS-0506
Billy Idol,L.A. Woman,LEGENDS-0507
Billy Idol,Mony Mony,LEGENDS-0508
Billy Idol,Rebel Yell,LEGENDS-0509
Billy Idol,Scream,LEGENDS-0510
Billy Idol,White Wedding,LEGENDS-0511
Billy Joel,All About Soul,LEGENDS-0512
Billy Joel,An Innocent Man (V1),LEGENDS-0513
Billy Joel,An Innocent Man (V2),LEGENDS-0514
Billy Joel,Big Shot,LEGENDS-0515
Billy Joel,Don't Ask Me Why,LEGENDS-0516
